ads_id,prop_name,completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,Barbeque area,Club house,Gymnasium,Jogging Track,Lift,Minimart,Multipurpose hall,Parking,Playground,Sauna,Security,Squash Court,Swimming Pool,Tennis Court,Air-Cond,Cooking Allowed,Internet,Near KTM/LRT,Washing Machine
100053986,The Hamilton,2020,2600,Wangsa Maju,Condominium,4,1,2,1000,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100053965,One Maxim,2020,1500,Sentul,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100053954,Mayfair,2003,1200,Sri Hartamas,Apartment,1,1,1,420,Fully Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100053931,CitiZen,2019,1699,Old Klang Road,Service Residence,2,1,2,800,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
100053799,Residensi Razakmas,2017,900,Cheras,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100053793,Residensi Tasikmas,2017,900,Cheras,Apartment,3,1,2,850,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100036813,Gurney Heights,2017,1500,Keramat,Condominium,3,1,2,850,Not Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No
99650583,Expressionz Suite KLCC,2017,1800,KLCC,Studio,1,1,1,600,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
100053595,South View Serviced Apartments,2017,2300,Bangsar South,Service Residence,2,1,1,648,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100053495,Vista Langkawi @ PV18,2017,1600,Setapak,Service Residence,3,1,2,926,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
100053489,Maytower,2007,2000,KL City,Service Residence,1,1,1,500,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
100053362,Mawar Sari,2017,1650,Keramat,Apartment,3,1,2,950,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
99590234,De Tropicana,2017,1100,Kuchai Lama,Condominium,3,1,2,968,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
100053211,Platinum Lake PV 21,2017,1600,Setapak,Service Residence,2,1,2,900,Fully Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
99976434,Vivo Residential @ 9 Seputeh,2018,2800,Seputeh,Service Residence,3,1,2,1092,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes
99976302,Residensi Gembira 737,2017,1150,Old Klang Road,Apartment,3,1,3,850,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No
100002652,Scarletz,2017,2500,KLCC,Service Residence,1,1,1,400,Fully Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
100052956,TR Residence,2017,2200,Titiwangsa,Service Residence,2,1,1,710,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
100052857,M Centura,2021,2500,Sentul,Service Residence,3,2,2,850,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
100052927,Le Jardine,2017,1500,Pandan Indah,Condominium,3,1,2,1200,Partially Furnished,Kuala Lumpur,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
100052800,Ramada (One @ Bukit Ceylon),2017,2000,KLCC,Service Residence,1,1,1,411,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
99407838,The Address @ Taman Desa,2022,2600,Taman Desa,Condominium,3,2,3,1118,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
99444275,Expressionz Suite KLCC,2017,1500,KL City,Studio,1,1,1,400,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes
99420899,Expressionz Professional Suites,2018,2800,KL City,Service Residence,2,1,2,900,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
97796637,UNA Serviced Apartment @ Peel,2020,2500,Cheras,Service Residence,2,1,1,708,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes
100052290,Amadesa,2007,1400,Desa Petaling,Condominium,3,1,2,1144,Partially Furnished,Kuala Lumpur,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
100052287,Prima Court,2017,1250,Ampang,Apartment,3,1,2,800,Not Furnished,Kuala Lumpur,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes
97763275,UNA Serviced Apartment @ Peel,2020,2400,Cheras,Service Residence,2,1,1,807,Partially Furnished,Kuala Lumpur,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes
100052383,Canopy hills,2017,605,Sungai Besi,Condominium,2,1,1,592,Not Furnished,Kuala Lumpur,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
100052377,Kepong Sentral Condominium,2007,1300,Kepong,Condominium,3,1,2,970,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
99975191,The Mark,2015,1500,Cheras,Service Residence,1,2,1,618,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
99637684,Arte Mont Kiara,2017,1700,Mont Kiara,Service Residence,1,1,1,494,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
99587108,Platinum Splendor Residensi Semarak,2017,1200,Jalan Kuching,Condominium,3,1,2,927,Not Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
99772891,Platinum Splendor Residensi Semarak,2017,1201,Taman Melawati,Condominium,3,1,2,926,Not Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
100052017,Vista Mutiara,2017,1400,Kepong,Condominium,3,1,2,1001,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
100051572,OBD Garden Tower,1993,1800,Taman Desa,Condominium,2,1,2,1200,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
100051210,Maxim Residences,2017,1800,Cheras,Service Residence,3,2,2,1000,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No
100051176,Maxim Residences,2017,1400,Cheras,Service Residence,3,2,2,1000,Partially Furnished,Kuala Lumpur,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No
100051135,Plaza Medan Putra,2017,1100,Kepong,Service Residence,3,1,2,811,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
98463541,M Vertica,2023,1500,Cheras,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99973939,Block B14-1-2 Desa Pandan,2017,1000,Desa Pandan,Flat,3,1,2,800,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
99930470,Residensi Alam Damai (PR1MA @ Alam Damai),2017,1400,Cheras,Apartment,2,1,1,657,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes
98962434,Vista Damai,2017,2500,KL City,Condominium,1,1,1,950,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
100050007,Residensi Razakmas,2017,1100,Cheras,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100050090,The Mark,2015,1500,Cheras,Service Residence,1,2,1,618,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
98766681,Winner Heights,2017,1000,Desa Petaling,Condominium,3,1,2,1100,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
99058507,The Westside One,2013,2700,Kepong,Condominium,1,1,1,960,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100049943,Sri Putramas,2004,1500,Jalan Kuching,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
100049695,The Haute,2019,1900,Keramat,Condominium,3,2,2,1005,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
100049684,Majestic Maxim,2021,1400,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No
100049681,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018,1000,Bukit Jalil,Apartment,3,1,2,1000,Not Furnished,Kuala Lumpur,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
99947415,Midfields 2,2017,1650,Sungai Besi,Condominium,3,1,2,1044,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100049871,Delima J Apartment,2017,1500,Desa Pandan,Apartment,3,1,2,1000,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
99059066,Avara Seputeh,2020,2200,Seputeh,Service Residence,2,1,2,807,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
100049518,Canopy hills,2017,602,Bukit Jalil,Condominium,2,1,1,593,Not Furnished,Kuala Lumpur,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
99893933,Jalil Damai,2017,1400,Bukit Jalil,Apartment,3,1,2,1100,Fully Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
100049029,Casa Magna,2017,1100,Kepong,Apartment,3,1,2,950,Partially Furnished,Kuala Lumpur,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
99908818,TR Residence,2017,2200,Titiwangsa,Service Residence,2,1,1,710,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
100048927,M Centura,2021,1400,Sentul,Service Residence,3,2,2,850,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99769899,Platinum Splendor Residensi Semarak,2017,1203,Ampang,Condominium,3,1,2,925,Not Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
99567128,Platinum Splendor Residensi Semarak,2017,1205,Jinjang,Condominium,3,1,2,926,Not Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
99459765,Meadow Park 2,2001,1100,Old Klang Road,Condominium,3,1,2,932,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
99606931,M Vertica,2023,1700,Cheras,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
100048764,Taman Sri Endah,2017,900,Sri Petaling,Flat,2,1,1,650,Partially Furnished,Kuala Lumpur,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No
100048480,M Centura,2021,1850,Sentul,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No
100048396,Sky Awani 2 Residence,2020,1500,Sentul,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
100048459,Mizumi Residences,2020,1200,Kepong,Service Residence,4,2,3,1027,Not Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
99403502,Residensi Pandanmas 2,2017,1600,Desa Pandan,Apartment,3,1,2,900,Fully Furnished,Kuala Lumpur,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99916357,Perdana Villa Deluxe,2017,1250,Cheras,Apartment,3,1,2,806,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100048603,Anggun Residences,2018,2500,KL City,Service Residence,1,1,1,751,Fully Furnished,Kuala Lumpur,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
100048265,Panorama Residences (Sentul),2014,1800,Sentul,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
100048219,Danau Idaman,2000,1300,Taman Desa,Condominium,3,1,2,938,Not Furnished,Kuala Lumpur,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
100048565,Riana Dutamas,2017,1700,Segambut,Service Residence,2,1,2,903,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99935684,Pangsapuri Berembang Indah,2017,1100,Ampang,Apartment,3,1,2,650,Not Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
100048497,Mizumi Residences,2020,1200,Kepong,Service Residence,3,2,2,936,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
99461485,Seksyen 2 Wangsa Maju Flat Block D,2017,950,Wangsa Maju,Flat,3,1,2,750,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100048118,The Park Sky Residence @ Bukit Jalil City,2019,2600,Bukit Jalil,Service Residence,2,2,2,868,Fully Furnished,Kuala Lumpur,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100047795,Maxim Residences,2017,2200,Cheras,Service Residence,3,1,2,1050,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100047792,Eco Sky,2018,2400,Jalan Ipoh,Service Residence,3,2,2,1087,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
98142943,Bandar Tasik Selatan (Low Cost),2017,700,Cheras,Apartment,3,1,1,650,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
100047909,Petaling Indah Condominiums,2005,1250,Sri Petaling,Condominium,3,1,2,1080,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
100047883,PPR Sri Aman,2015,800,Kepong,Apartment,3,3,2,758,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
100047462,Endah Promenade,2011,2300,Sri Petaling,Condominium,3,1,2,1297,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
98880897,Platinum Lake PV 21,2017,1500,Setapak,Service Residence,2,1,2,900,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100047573,Sri Saujana (Kepong),2017,750,Kepong,Apartment,3,1,2,750,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99950490,Suasana Lumayan,2015,1650,Cheras,Condominium,4,1,2,1142,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
100047164,Majestic Maxim,2021,1300,Cheras,Service Residence,2,1,2,650,Not Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No
100047139,Sutera Maya,2013,1700,Old Klang Road,Condominium,4,2,2,1341,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
100047117,Royal Regent (Sri Putramas 3),2013,1900,Jalan Kuching,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
100047358,Mentari Condominium,2017,1800,Cheras,Condominium,3,1,2,1025,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
100047353,Residensi Suria Pantai,2020,1800,Pantai,Apartment,3,1,2,810,Partially Furnished,Kuala Lumpur,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100047345,Residence 8,2013,1200,Old Klang Road,Condominium,1,1,1,350,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
100047297,Eco Sky,2018,1600,Jalan Ipoh,Service Residence,2,1,2,900,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
100047224,The Haute,2019,2100,Keramat,Condominium,3,2,2,1050,Fully Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
99861861,The Hermington,2021,2200,Kuchai Lama,Condominium,3,1,2,1075,Fully Furnished,Kuala Lumpur,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
99949585,Desa Satu,2017,700,Kepong,Apartment,3,1,2,680,Not Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
100046606,Serini Melawati,2018,2000,Taman Melawati,Service Residence,2,2,1,633,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
100046734,Dorsett Residences Sri Hartamas,2018,1800,Sri Hartamas,Service Residence,1,1,1,484,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100046531,Binjai 8,2013,2800,KLCC,Service Residence,1,1,2,800,Fully Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100046453,Panorama Residences (Sentul),2014,1700,Sentul,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
100046122,Platinum OUG Residence,2021,1800,Kuchai Lama,Condominium,3,1,2,1200,Not Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
100045896,Queensville,2017,1400,Cheras,Condominium,1,1,1,526,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99664506,Vista Wirajaya 2 Residensi @ PV9,2017,1400,Setapak,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No
100045447,TR Residence,2017,2600,Titiwangsa,Service Residence,2,1,1,710,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99948548,Vista Mutiara,2017,1500,Kepong,Condominium,3,1,2,1001,Fully Furnished,Kuala Lumpur,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
99849907,The Herz,2020,2300,Kepong,Apartment,3,2,2,1216,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
100045585,The Holmes 2,2021,1700,Cheras,Condominium,3,1,2,1200,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
99824876,PV9 Residences @ Taman Melati,2022,1800,Setapak,Service Residence,3,2,2,1000,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
100045123,Merdeka Villa,2006,1600,Ampang,Apartment,3,1,2,930,Fully Furnished,Kuala Lumpur,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
100045068,Seasons Garden Residences @ Wangsa Maju,2017,2000,Wangsa Maju,Apartment,3,1,2,850,Fully Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
100044983,Majestic Maxim,2021,1600,Cheras,Service Residence,3,1,2,819,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
99680608,PV9 Residences @ Taman Melati,2022,2200,Setapak,Condominium,4,3,2,1100,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
99671797,PV9 Residences @ Taman Melati,2022,2300,Setapak,Service Residence,4,3,2,1100,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
97447922,"Ayuman Suite, High Floor, 2 Carpark, UIA",2017,1350,Gombak,Service Residence,3,2,2,560,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
99977380,Pandan Court,2001,1150,Ampang,Apartment,3,1,2,820,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
100044599,Flat Pandan Jaya,2017,850,Pandan Jaya,Flat,2,1,1,480,Not Furnished,Kuala Lumpur,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
100044598,Sri Rakyat Apartment,2017,1100,Bukit Jalil,Apartment,3,1,1,900,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes
100044586,Impiana Sky Residensi,2021,1400,Bukit Jalil,Apartment,3,1,2,850,Not Furnished,Kuala Lumpur,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
100044548,Pangsapuri Suci,2017,1000,Old Klang Road,Apartment,3,1,2,650,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No
